timestamp_s,outdoor_temperature_C,direct_normal_W_m2,diffuse_horizontal_W_m2,global_horizontal_W_m2,solar_altitude_deg,solar_azimuth_deg,south_window_direct_W_m2,south_window_diffuse_W_m2,window_solar_gain_W,wall_solar_gain_W,roof_solar_gain_W,opaque_solar_gain_W,total_zone_solar_gain_W
20120400.0,24.4,0.0,0.0,0.0,59.06939259211922,-28.856411804862148,0.0,0.0,-36.828,-33.370920000000005,-31.363200000000006,-64.73412000000002,-101.56212000000002
20124000.0,21.7,0.0,0.0,0.0,51.60085572287328,-51.29726373468911,0.0,0.0,-36.828,-33.370920000000005,-31.363200000000006,-64.73412000000002,-101.56212000000002
20127600.0,21.7,0.0,0.0,0.0,41.68991878477856,-67.19313755958498,0.0,0.0,-36.828,-33.370920000000005,-31.363200000000006,-64.73412000000002,-101.56212000000002
20131200.0,20.6,0.0,0.0,0.0,30.667947395755835,-79.26927589888199,0.0,0.0,-36.828,-33.370920000000005,-31.363200000000006,-64.73412000000002,-101.56212000000002
20134800.0,20.0,0.0,0.0,0.0,18.948807652679736,-89.1891437699859,0.0,0.0,-36.828,-33.370920000000005,-31.363200000000006,-64.73412000000002,-101.56212000000002
20138400.0,20.0,0.0,0.0,0.0,7.469807193761634,261.35581885690436,0.0,0.0,-36.828,-33.370920000000005,-31.363200000000006,-64.73412000000002,-101.56212000000002
20142000.0,17.8,0.0,0.0,0.0,-3.723712947707275,251.8033167148781,0.0,0.0,-36.828,-33.370920000000005,-31.363200000000006,-64.73412000000002,-101.56212000000002
20145600.0,17.8,0.0,0.0,0.0,-14.290503593540125,241.43702160621848,0.0,0.0,-36.828,-33.370920000000005,-31.363200000000006,-64.73412000000002,-101.56212000000002
20149200.0,18.3,0.0,0.0,0.0,-23.783378164971566,229.53985511013525,0.0,0.0,-36.828,-33.370920000000005,-31.363200000000006,-64.73412000000002,-101.56212000000002
20152800.0,18.3,75.0,4.0,7.0,-31.574609429956848,215.43297217846902,0.0,2.0,-18.390456000000004,-9.815075507734957,-29.842560000000006,-39.657635507734966,-58.048091507734966
20156400.0,20.0,253.0,101.0,157.0,-36.84296713405404,198.8030490557354,0.0,50.5,428.71998599999995,73.59144212395456,7.032959999999996,80.62440212395455,509.3443881239545
20160000.0,20.6,19.0,175.0,183.0,-38.76635139091959,180.32227367994227,0.0,87.5,769.8145499999999,41.50327519544279,35.1648,76.66807519544278,846.4826251954428
